"Direction","Year","Date","Weekday","Country","Commodity","Transport_Mode","Measure","Value","Cumulative"
"Imports","2018","28/01/2018","Sunday","All","All","All","$","26000000","4440000000"
"Imports","2018","07/04/2018","Saturday","All","All","All","$","26000000","15189000000"
"Imports","2018","21/04/2018","Saturday","All","All","All","$","26000000","17394000000"
"Imports","2018","06/01/2018","Saturday","All","All","All","$","27000000","802000000"
"Imports","2018","20/01/2018","Saturday","All","All","All","$","27000000","3201000000"
"Imports","2018","04/08/2018","Saturday","All","All","All","$","27000000","35501000000"
"Imports","2018","14/04/2018","Saturday","All","All","All","$","28000000","16261000000"
"Imports","2018","27/05/2018","Sunday","All","All","All","$","28000000","23173000000"
"Imports","2018","07/01/2018","Sunday","All","All","All","$","29000000","831000000"
"Imports","2018","13/01/2018","Saturday","All","All","All","$","29000000","2014000000"
"Imports","2018","05/05/2018","Saturday","All","All","All","$","29000000","19819000000"
"Imports","2018","16/06/2018","Saturday","All","All","All","$","29000000","26709000000"
"Imports","2018","04/02/2018","Sunday","All","All","All","$","30000000","5463000000"
"Imports","2018","10/02/2018","Saturday","All","All","All","$","30000000","6345000000"
"Imports","2018","13/05/2018","Sunday","All","All","All","$","30000000","20869000000"
"Imports","2018","30/03/2018","Friday","All","All","All","$","31000000","14077000000"
"Imports","2018","22/04/2018","Sunday","All","All","All","$","31000000","17425000000"
"Imports","2018","20/05/2018","Sunday","All","All","All","$","31000000","21944000000"
"Imports","2018","09/06/2018","Saturday","All","All","All","$","31000000","25421000000"
"Imports","2018","07/07/2018","Saturday","All","All","All","$","31000000","30504000000"
"Imports","2018","11/08/2018","Saturday","All","All","All","$","31000000","36658000000"
"Imports","2018","24/11/2018","Saturday","All","All","All","$","31000000","56892000000"
"Imports","2018","06/02/2018","Tuesday","All","All","All","$","32000000","5685000000"
"Imports","2018","24/02/2018","Saturday","All","All","All","$","32000000","8563000000"
"Imports","2018","03/03/2018","Saturday","All","All","All","$","32000000","9702000000"
"Imports","2018","02/04/2018","Monday","All","All","All","$","32000000","14236000000"
"Imports","2018","02/06/2018","Saturday","All","All","All","$","32000000","24364000000"
"Imports","2018","21/07/2018","Saturday","All","All","All","$","32000000","32866000000"
"Imports","2018","27/10/2018","Saturday","All","All","All","$","32000000","51532000000"
"Imports","2018","26/12/2018","Wednesday","All","All","All","$","32000000","62736000000"
"Imports","2018","29/04/2018","Sunday","All","All","All","$","33000000","18649000000"
"Imports","2018","06/05/2018","Sunday","All","All","All","$","33000000","19852000000"
"Imports","2018","18/08/2018","Saturday","All","All","All","$","33000000","37940000000"
"Imports","2018","22/12/2018","Saturday","All","All","All","$","33000000","62442000000"
"Imports","2018","25/02/2018","Sunday","All","All","All","$","34000000","8597000000"
"Imports","2018","04/03/2018","Sunday","All","All","All","$","34000000","9736000000"
"Imports","2018","08/04/2018","Sunday","All","All","All","$","34000000","15224000000"
"Imports","2018","13/10/2018","Saturday","All","All","All","$","34000000","48995000000"
"Imports","2018","02/01/2018","Tuesday","All","All","All","$","35000000","104000000"
"Imports","2018","11/02/2018","Sunday","All","All","All","$","35000000","6380000000"
"Imports","2018","11/03/2018","Sunday","All","All","All","$","35000000","10836000000"
"Imports","2018","18/03/2018","Sunday","All","All","All","$","35000000","11839000000"
"Imports","2018","24/03/2018","Saturday","All","All","All","$","35000000","12940000000"
"Imports","2018","15/12/2018","Saturday","All","All","All","$","35000000","61059000000"
"Imports","2018","27/01/2018","Saturday","All","All","All","$","36000000","4414000000"
"Imports","2018","10/03/2018","Saturday","All","All","All","$","36000000","10801000000"
"Imports","2018","28/07/2018","Saturday","All","All","All","$","36000000","34272000000"
"Imports","2018","25/08/2018","Saturday","All","All","All","$","36000000","39102000000"
"Imports","2018","08/09/2018","Saturday","All","All","All","$","36000000","41750000000"
"Imports","2018","10/11/2018","Saturday","All","All","All","$","36000000","54270000000"
"Imports","2018","29/12/2018","Saturday","All","All","All","$","36000000","63226000000"
"Imports","2018","18/02/2018","Sunday","All","All","All","$","37000000","7417000000"
"Imports","2018","29/07/2018","Sunday","All","All","All","$","37000000","34309000000"
"Imports","2018","22/09/2018","Saturday","All","All","All","$","37000000","44896000000"
"Imports","2018","04/11/2018","Sunday","All","All","All","$","37000000","53036000000"
"Imports","2018","17/11/2018","Saturday","All","All","All","$","37000000","55498000000"
"Imports","2018","14/01/2018","Sunday","All","All","All","$","38000000","2052000000"
"Imports","2018","23/06/2018","Saturday","All","All","All","$","38000000","27885000000"
"Imports","2018","26/08/2018","Sunday","All","All","All","$","38000000","39141000000"
"Imports","2018","20/10/2018","Saturday","All","All","All","$","38000000","50293000000"
"Imports","2018","03/11/2018","Saturday","All","All","All","$","38000000","52999000000"
"Imports","2018","30/06/2018","Saturday","All","All","All","$","39000000","29223000000"
"Imports","2018","08/07/2018","Sunday","All","All","All","$","39000000","30543000000"
"Imports","2018","05/08/2018","Sunday","All","All","All","$","39000000","35540000000"
"Imports","2018","25/04/2018","Wednesday","All","All","All","$","40000000","18005000000"
"Imports","2018","30/12/2018","Sunday","All","All","All","$","40000000","63266000000"
"Imports","2018","21/01/2018","Sunday","All","All","All","$","41000000","3242000000"
"Imports","2018","15/09/2018","Saturday","All","All","All","$","41000000","43338000000"
"Imports","2018","29/09/2018","Saturday","All","All","All","$","41000000","46094000000"
"Imports","2018","25/03/2018","Sunday","All","All","All","$","42000000","12982000000"
"Imports","2018","03/06/2018","Sunday","All","All","All","$","42000000","24406000000"
"Imports","2018","16/09/2018","Sunday","All","All","All","$","42000000","43379000000"
"Imports","2018","07/10/2018","Sunday","All","All","All","$","42000000","47555000000"
"Imports","2018","04/06/2018","Monday","All","All","All","$","43000000","24449000000"
"Imports","2018","30/09/2018","Sunday","All","All","All","$","43000000","46137000000"
"Imports","2018","22/10/2018","Monday","All","All","All","$","43000000","50400000000"
"Imports","2018","10/06/2018","Sunday","All","All","All","$","44000000","25465000000"
"Imports","2018","24/06/2018","Sunday","All","All","All","$","44000000","27929000000"
"Imports","2018","14/07/2018","Saturday","All","All","All","$","44000000","31691000000"
"Imports","2018","16/12/2018","Sunday","All","All","All","$","44000000","61103000000"
"Imports","2018","17/06/2018","Sunday","All","All","All","$","45000000","26754000000"
"Imports","2018","28/10/2018","Sunday","All","All","All","$","45000000","51578000000"
"Imports","2018","25/11/2018","Sunday","All","All","All","$","45000000","56937000000"
"Imports","2018","15/07/2018","Sunday","All","All","All","$","46000000","31737000000"
"Imports","2018","19/08/2018","Sunday","All","All","All","$","46000000","37986000000"
"Imports","2018","11/11/2018","Sunday","All","All","All","$","46000000","54316000000"
"Exports","2018","09/01/2018","Tuesday","All","All","All","$","48000000","878000000"
"Imports","2018","22/07/2018","Sunday","All","All","All","$","48000000","32914000000"
"Imports","2018","12/08/2018","Sunday","All","All","All","$","48000000","36706000000"
"Imports","2018","23/12/2018","Sunday","All","All","All","$","49000000","62491000000"
"Exports","2018","30/12/2018","Sunday","All","All","All","$","51000000","56945000000"
"Imports","2018","02/09/2018","Sunday","All","All","All","$","51000000","40498000000"
"Imports","2018","09/09/2018","Sunday","All","All","All","$","51000000","41801000000"
"Imports","2018","14/10/2018","Sunday","All","All","All","$","53000000","49048000000"
"Imports","2018","18/11/2018","Sunday","All","All","All","$","54000000","55552000000"
"Imports","2018","09/12/2018","Sunday","All","All","All","$","54000000","59868000000"
"Imports","2018","23/09/2018","Sunday","All","All","All","$","55000000","44951000000"
"Imports","2018","01/04/2018","Sunday","All","All","All","$","62000000","14204000000"
"Exports","2018","20/03/2018","Tuesday","All","All","All","$","63000000","11747000000"
"Imports","2018","08/12/2018","Saturday","All","All","All","$","63000000","59814000000"
"Imports","2018","15/04/2018","Sunday","All","All","All","$","64000000","16325000000"
"Imports","2018","21/10/2018","Sunday","All","All","All","$","64000000","50357000000"
"Exports","2018","01/01/2018","Monday","All","All","All","$","65000000","65000000"
"Imports","2018","31/03/2018","Saturday","All","All","All","$","65000000","14142000000"
"Imports","2018","06/10/2018","Saturday","All","All","All","$","67000000","47513000000"
"Exports","2018","21/07/2018","Saturday","All","All","All","$","68000000","32194000000"
"Exports","2018","08/08/2018","Wednesday","All","All","All","$","69000000","35063000000"
"Imports","2018","01/01/2018","Monday","All","All","All","$","69000000","69000000"
"Imports","2018","02/12/2018","Sunday","All","All","All","$","72000000","58354000000"
"Exports","2018","11/08/2018","Saturday","All","All","All","$","74000000","35353000000"
"Exports","2018","09/06/2018","Saturday","All","All","All","$","75000000","25147000000"
"Exports","2018","02/01/2018","Tuesday","All","All","All","$","76000000","141000000"
"Exports","2018","10/04/2018","Tuesday","All","All","All","$","78000000","15083000000"
"Exports","2018","30/01/2018","Tuesday","All","All","All","$","80000000","4003000000"
"Exports","2018","17/02/2018","Saturday","All","All","All","$","81000000","6735000000"
"Exports","2018","11/01/2018","Thursday","All","All","All","$","83000000","1070000000"
"Exports","2018","30/08/2018","Thursday","All","All","All","$","85000000","37873000000"
"Exports","2018","13/03/2018","Tuesday","All","All","All","$","86000000","10789000000"
"Exports","2018","15/05/2018","Tuesday","All","All","All","$","86000000","20977000000"
"Exports","2018","29/09/2018","Saturday","All","All","All","$","86000000","42123000000"
"Exports","2018","13/02/2018","Tuesday","All","All","All","$","87000000","6242000000"
"Exports","2018","12/09/2018","Wednesday","All","All","All","$","87000000","39669000000"
"Exports","2018","28/07/2018","Saturday","All","All","All","$","88000000","33304000000"
"Exports","2018","04/08/2018","Saturday","All","All","All","$","88000000","34524000000"
"Exports","2018","28/10/2018","Sunday","All","All","All","$","88000000","46596000000"
"Exports","2018","03/01/2018","Wednesday","All","All","All","$","89000000","230000000"
"Exports","2018","06/01/2018","Saturday","All","All","All","$","91000000","517000000"
"Exports","2018","14/02/2018","Wednesday","All","All","All","$","91000000","6333000000"
"Exports","2018","06/09/2018","Thursday","All","All","All","$","91000000","38888000000"
"Exports","2018","08/12/2018","Saturday","All","All","All","$","91000000","53368000000"
"Exports","2018","15/12/2018","Saturday","All","All","All","$","91000000","54499000000"
"Exports","2018","04/01/2018","Thursday","All","All","All","$","92000000","322000000"
"Exports","2018","09/08/2018","Thursday","All","All","All","$","92000000","35154000000"
"Exports","2018","26/12/2018","Wednesday","All","All","All","$","92000000","56515000000"
"Exports","2018","23/06/2018","Saturday","All","All","All","$","93000000","27522000000"
"Exports","2018","14/11/2018","Wednesday","All","All","All","$","93000000","49179000000"
"Exports","2018","15/09/2018","Saturday","All","All","All","$","94000000","40001000000"
"Exports","2018","03/04/2018","Tuesday","All","All","All","$","95000000","14000000000"
"Exports","2018","14/07/2018","Saturday","All","All","All","$","95000000","30987000000"
"Exports","2018","27/02/2018","Tuesday","All","All","All","$","96000000","8523000000"
"Exports","2018","01/08/2018","Wednesday","All","All","All","$","97000000","34145000000"
"Exports","2018","11/11/2018","Sunday","All","All","All","$","97000000","48688000000"
"Exports","2018","19/05/2018","Saturday","All","All","All","$","98000000","21629000000"
"Exports","2018","29/10/2018","Monday","All","All","All","$","98000000","46695000000"
"Exports","2018","10/03/2018","Saturday","All","All","All","$","99000000","10193000000"
"Exports","2018","21/04/2018","Saturday","All","All","All","$","99000000","16777000000"
"Exports","2018","13/09/2018","Thursday","All","All","All","$","99000000","39767000000"
"Exports","2018","29/12/2018","Saturday","All","All","All","$","99000000","56893000000"
"Exports","2018","13/10/2018","Saturday","All","All","All","$","100000000","44256000000"
"Exports","2018","23/01/2018","Tuesday","All","All","All","$","102000000","2958000000"
"Exports","2018","07/07/2018","Saturday","All","All","All","$","102000000","29845000000"
"Exports","2018","23/08/2018","Thursday","All","All","All","$","103000000","36940000000"
"Exports","2018","07/11/2018","Wednesday","All","All","All","$","104000000","48162000000"
"Exports","2018","05/01/2018","Friday","All","All","All","$","105000000","427000000"
"Exports","2018","07/09/2018","Friday","All","All","All","$","105000000","38993000000"
"Imports","2018","01/07/2018","Sunday","All","All","All","$","105000000","29328000000"
"Exports","2018","13/04/2018","Friday","All","All","All","$","106000000","15463000000"
"Exports","2018","08/09/2018","Saturday","All","All","All","$","106000000","39099000000"
"Exports","2018","15/08/2018","Wednesday","All","All","All","$","107000000","35886000000"
"Exports","2018","12/05/2018","Saturday","All","All","All","$","108000000","20474000000"
"Exports","2018","21/11/2018","Wednesday","All","All","All","$","108000000","50461000000"
"Exports","2018","10/01/2018","Wednesday","All","All","All","$","109000000","987000000"
"Exports","2018","04/07/2018","Wednesday","All","All","All","$","110000000","29477000000"
"Exports","2018","07/08/2018","Tuesday","All","All","All","$","110000000","34993000000"
"Exports","2018","24/11/2018","Saturday","All","All","All","$","110000000","50866000000"
"Exports","2018","07/04/2018","Saturday","All","All","All","$","111000000","14566000000"
"Exports","2018","26/07/2018","Thursday","All","All","All","$","111000000","32968000000"
"Exports","2018","16/09/2018","Sunday","All","All","All","$","111000000","40112000000"
"Exports","2018","16/01/2018","Tuesday","All","All","All","$","112000000","1850000000"
"Exports","2018","05/07/2018","Thursday","All","All","All","$","112000000","29589000000"
"Exports","2018","22/09/2018","Saturday","All","All","All","$","112000000","41106000000"
"Exports","2018","13/01/2018","Saturday","All","All","All","$","113000000","1305000000"
"Exports","2018","15/03/2018","Thursday","All","All","All","$","113000000","11020000000"
"Exports","2018","22/06/2018","Friday","All","All","All","$","113000000","27429000000"
"Exports","2018","26/06/2018","Tuesday","All","All","All","$","113000000","28044000000"
"Exports","2018","21/10/2018","Sunday","All","All","All","$","113000000","45426000000"
"Exports","2018","25/01/2018","Thursday","All","All","All","$","114000000","3190000000"
"Exports","2018","28/04/2018","Saturday","All","All","All","$","114000000","18039000000"
"Exports","2018","26/08/2018","Sunday","All","All","All","$","114000000","37335000000"
"Exports","2018","29/11/2018","Thursday","All","All","All","$","114000000","51722000000"
"Exports","2018","10/02/2018","Saturday","All","All","All","$","115000000","5754000000"
"Exports","2018","06/02/2018","Tuesday","All","All","All","$","116000000","5220000000"
"Exports","2018","17/01/2018","Wednesday","All","All","All","$","117000000","1966000000"
"Exports","2018","24/01/2018","Wednesday","All","All","All","$","118000000","3076000000"
"Exports","2018","06/03/2018","Tuesday","All","All","All","$","118000000","9677000000"
"Exports","2018","14/03/2018","Wednesday","All","All","All","$","118000000","10907000000"
"Exports","2018","01/10/2018","Monday","All","All","All","$","118000000","42394000000"
"Exports","2018","27/03/2018","Tuesday","All","All","All","$","119000000","12874000000"
"Exports","2018","14/04/2018","Saturday","All","All","All","$","119000000","15582000000"
"Exports","2018","20/06/2018","Wednesday","All","All","All","$","119000000","27194000000"
"Exports","2018","22/08/2018","Wednesday","All","All","All","$","119000000","36837000000"
"Exports","2018","25/08/2018","Saturday","All","All","All","$","119000000","37221000000"
"Exports","2018","05/09/2018","Wednesday","All","All","All","$","119000000","38797000000"
"Exports","2018","20/02/2018","Tuesday","All","All","All","$","120000000","7331000000"
"Exports","2018","22/05/2018","Tuesday","All","All","All","$","120000000","22287000000"
"Exports","2018","29/08/2018","Wednesday","All","All","All","$","120000000","37788000000"
"Exports","2018","10/11/2018","Saturday","All","All","All","$","120000000","48592000000"
"Exports","2018","16/06/2018","Saturday","All","All","All","$","121000000","26419000000"
"Exports","2018","01/09/2018","Saturday","All","All","All","$","121000000","38145000000"
"Exports","2018","05/11/2018","Monday","All","All","All","$","121000000","47816000000"
"Exports","2018","12/01/2018","Friday","All","All","All","$","122000000","1192000000"
"Exports","2018","21/06/2018","Thursday","All","All","All","$","122000000","27317000000"
"Exports","2018","12/08/2018","Sunday","All","All","All","$","122000000","35475000000"
"Exports","2018","28/08/2018","Tuesday","All","All","All","$","122000000","37668000000"
"Exports","2018","23/12/2018","Sunday","All","All","All","$","122000000","56102000000"
"Exports","2018","07/03/2018","Wednesday","All","All","All","$","123000000","9800000000"
"Exports","2018","01/05/2018","Tuesday","All","All","All","$","123000000","18607000000"
"Exports","2018","02/08/2018","Thursday","All","All","All","$","123000000","34268000000"
"Exports","2018","03/11/2018","Saturday","All","All","All","$","123000000","47566000000"
"Exports","2018","24/03/2018","Saturday","All","All","All","$","124000000","12298000000"
"Exports","2018","07/06/2018","Thursday","All","All","All","$","125000000","24929000000"
"Exports","2018","10/08/2018","Friday","All","All","All","$","125000000","35279000000"
"Exports","2018","20/08/2018","Monday","All","All","All","$","125000000","36555000000"
"Exports","2018","18/09/2018","Tuesday","All","All","All","$","125000000","40372000000"
"Exports","2018","17/03/2018","Saturday","All","All","All","$","126000000","11276000000"
"Exports","2018","11/04/2018","Wednesday","All","All","All","$","126000000","15209000000"
"Exports","2018","14/10/2018","Sunday","All","All","All","$","126000000","44382000000"
"Exports","2018","25/12/2018","Tuesday","All","All","All","$","126000000","56423000000"
"Exports","2018","08/02/2018","Thursday","All","All","All","$","127000000","5476000000"
"Exports","2018","17/08/2018","Friday","All","All","All","$","127000000","36167000000"
"Exports","2018","04/10/2018","Thursday","All","All","All","$","127000000","42841000000"
"Exports","2018","24/04/2018","Tuesday","All","All","All","$","128000000","17419000000"
"Exports","2018","10/05/2018","Thursday","All","All","All","$","128000000","20154000000"
"Exports","2018","02/06/2018","Saturday","All","All","All","$","128000000","24148000000"
"Exports","2018","19/08/2018","Sunday","All","All","All","$","128000000","36430000000"
"Exports","2018","07/02/2018","Wednesday","All","All","All","$","129000000","5349000000"
"Exports","2018","24/05/2018","Thursday","All","All","All","$","129000000","22573000000"
"Exports","2018","04/11/2018","Sunday","All","All","All","$","129000000","47695000000"
"Exports","2018","25/11/2018","Sunday","All","All","All","$","129000000","50995000000"
"Exports","2018","01/03/2018","Thursday","All","All","All","$","130000000","8850000000"
"Exports","2018","16/03/2018","Friday","All","All","All","$","130000000","11150000000"
"Exports","2018","24/07/2018","Tuesday","All","All","All","$","130000000","32724000000"
"Exports","2018","02/10/2018","Tuesday","All","All","All","$","130000000","42524000000"
"Exports","2018","05/05/2018","Saturday","All","All","All","$","131000000","19243000000"
"Exports","2018","18/10/2018","Thursday","All","All","All","$","131000000","45028000000"
"Exports","2018","14/08/2018","Tuesday","All","All","All","$","132000000","35779000000"
"Exports","2018","20/10/2018","Saturday","All","All","All","$","132000000","45313000000"
"Exports","2018","07/01/2018","Sunday","All","All","All","$","133000000","651000000"
"Exports","2018","03/03/2018","Saturday","All","All","All","$","133000000","9118000000"
"Exports","2018","08/05/2018","Tuesday","All","All","All","$","133000000","19829000000"
"Exports","2018","03/07/2018","Tuesday","All","All","All","$","133000000","29367000000"
"Exports","2018","25/07/2018","Wednesday","All","All","All","$","133000000","32857000000"
"Exports","2018","27/09/2018","Thursday","All","All","All","$","133000000","41893000000"
"Exports","2018","06/10/2018","Saturday","All","All","All","$","133000000","43143000000"
"Exports","2018","21/03/2018","Wednesday","All","All","All","$","134000000","11881000000"
"Exports","2018","05/04/2018","Thursday","All","All","All","$","134000000","14276000000"
"Exports","2018","22/07/2018","Sunday","All","All","All","$","134000000","32328000000"
"Exports","2018","02/03/2018","Friday","All","All","All","$","135000000","8985000000"
"Exports","2018","03/06/2018","Sunday","All","All","All","$","135000000","24283000000"
"Exports","2018","13/07/2018","Friday","All","All","All","$","135000000","30893000000"
"Exports","2018","18/08/2018","Saturday","All","All","All","$","135000000","36302000000"
"Exports","2018","17/09/2018","Monday","All","All","All","$","135000000","40247000000"
"Exports","2018","27/12/2018","Thursday","All","All","All","$","135000000","56650000000"
"Exports","2018","18/07/2018","Wednesday","All","All","All","$","136000000","31836000000"
"Exports","2018","12/11/2018","Monday","All","All","All","$","136000000","48824000000"
"Exports","2018","23/11/2018","Friday","All","All","All","$","136000000","50756000000"
"Exports","2018","03/12/2018","Monday","All","All","All","$","136000000","52577000000"
"Exports","2018","17/04/2018","Tuesday","All","All","All","$","137000000","16145000000"
"Exports","2018","26/09/2018","Wednesday","All","All","All","$","137000000","41760000000"
"Exports","2018","27/01/2018","Saturday","All","All","All","$","138000000","3516000000"
"Exports","2018","31/10/2018","Wednesday","All","All","All","$","138000000","47105000000"
"Exports","2018","17/11/2018","Saturday","All","All","All","$","138000000","49634000000"
"Exports","2018","25/03/2018","Sunday","All","All","All","$","139000000","12436000000"
"Exports","2018","25/05/2018","Friday","All","All","All","$","139000000","22712000000"
"Exports","2018","06/06/2018","Wednesday","All","All","All","$","139000000","24804000000"
"Exports","2018","19/09/2018","Wednesday","All","All","All","$","139000000","40511000000"
"Exports","2018","11/12/2018","Tuesday","All","All","All","$","139000000","53831000000"
"Exports","2018","14/09/2018","Friday","All","All","All","$","140000000","39907000000"
"Exports","2018","04/12/2018","Tuesday","All","All","All","$","140000000","52717000000"
"Exports","2018","21/01/2018","Sunday","All","All","All","$","141000000","2590000000"
"Exports","2018","30/03/2018","Friday","All","All","All","$","141000000","13356000000"
"Exports","2018","12/06/2018","Tuesday","All","All","All","$","141000000","25818000000"
"Exports","2018","01/11/2018","Thursday","All","All","All","$","141000000","47246000000"
"Exports","2018","14/01/2018","Sunday","All","All","All","$","142000000","1447000000"
"Exports","2018","09/03/2018","Friday","All","All","All","$","143000000","10095000000"
"Exports","2018","04/04/2018","Wednesday","All","All","All","$","143000000","14143000000"
"Exports","2018","03/05/2018","Thursday","All","All","All","$","143000000","18920000000"
"Exports","2018","26/05/2018","Saturday","All","All","All","$","143000000","22855000000"
"Exports","2018","08/06/2018","Friday","All","All","All","$","143000000","25072000000"
"Exports","2018","12/10/2018","Friday","All","All","All","$","143000000","44156000000"
"Imports","2018","01/09/2018","Saturday","All","All","All","$","143000000","40448000000"
"Exports","2018","28/01/2018","Sunday","All","All","All","$","144000000","3660000000"
"Exports","2018","29/05/2018","Tuesday","All","All","All","$","144000000","23447000000"
"Exports","2018","28/09/2018","Friday","All","All","All","$","144000000","42037000000"
"Exports","2018","28/12/2018","Friday","All","All","All","$","144000000","56795000000"
"Exports","2018","01/02/2018","Thursday","All","All","All","$","145000000","4420000000"
"Exports","2018","11/02/2018","Sunday","All","All","All","$","145000000","5898000000"
"Exports","2018","20/07/2018","Friday","All","All","All","$","145000000","32127000000"
"Exports","2018","08/10/2018","Monday","All","All","All","$","145000000","43450000000"
"Imports","2018","30/08/2018","Thursday","All","All","All","$","145000000","40086000000"
"Imports","2018","31/12/2018","Monday","All","All","All","$","145000000","63412000000"
"Exports","2018","03/02/2018","Saturday","All","All","All","$","146000000","4751000000"
"Exports","2018","22/03/2018","Thursday","All","All","All","$","146000000","12027000000"
"Exports","2018","23/03/2018","Friday","All","All","All","$","146000000","12173000000"
"Exports","2018","14/06/2018","Thursday","All","All","All","$","146000000","26113000000"
"Exports","2018","19/07/2018","Thursday","All","All","All","$","146000000","31982000000"
"Exports","2018","27/10/2018","Saturday","All","All","All","$","146000000","46509000000"
"Exports","2018","09/11/2018","Friday","All","All","All","$","146000000","48471000000"
"Exports","2018","24/10/2018","Wednesday","All","All","All","$","147000000","45979000000"
"Exports","2018","12/07/2018","Thursday","All","All","All","$","148000000","30758000000"
"Exports","2018","12/04/2018","Thursday","All","All","All","$","149000000","15358000000"
"Exports","2018","05/06/2018","Tuesday","All","All","All","$","149000000","24665000000"
"Exports","2018","13/06/2018","Wednesday","All","All","All","$","149000000","25967000000"
"Imports","2018","01/12/2018","Saturday","All","All","All","$","149000000","58282000000"
"Exports","2018","20/01/2018","Saturday","All","All","All","$","150000000","2449000000"
"Exports","2018","31/08/2018","Friday","All","All","All","$","150000000","38024000000"
"Exports","2018","11/09/2018","Tuesday","All","All","All","$","150000000","39582000000"
"Exports","2018","21/02/2018","Wednesday","All","All","All","$","151000000","7482000000"
"Exports","2018","08/03/2018","Thursday","All","All","All","$","151000000","9951000000"
"Exports","2018","19/04/2018","Thursday","All","All","All","$","151000000","16483000000"
"Exports","2018","19/01/2018","Friday","All","All","All","$","152000000","2299000000"
"Exports","2018","24/09/2018","Monday","All","All","All","$","152000000","41419000000"
"Exports","2018","19/10/2018","Friday","All","All","All","$","152000000","45181000000"
"Exports","2018","24/06/2018","Sunday","All","All","All","$","153000000","27675000000"
"Exports","2018","30/09/2018","Sunday","All","All","All","$","153000000","42276000000"
"Exports","2018","06/07/2018","Friday","All","All","All","$","154000000","29743000000"
"Exports","2018","16/08/2018","Thursday","All","All","All","$","154000000","36040000000"
"Exports","2018","09/09/2018","Sunday","All","All","All","$","154000000","39253000000"
"Exports","2018","16/11/2018","Friday","All","All","All","$","154000000","49496000000"
"Exports","2018","27/04/2018","Friday","All","All","All","$","155000000","17925000000"
"Exports","2018","08/07/2018","Sunday","All","All","All","$","155000000","30000000000"
"Exports","2018","10/07/2018","Tuesday","All","All","All","$","155000000","30455000000"
"Exports","2018","11/07/2018","Wednesday","All","All","All","$","155000000","30610000000"
"Exports","2018","17/07/2018","Tuesday","All","All","All","$","155000000","31700000000"
"Exports","2018","16/02/2018","Friday","All","All","All","$","157000000","6654000000"
"Exports","2018","24/02/2018","Saturday","All","All","All","$","157000000","7985000000"
"Exports","2018","23/05/2018","Wednesday","All","All","All","$","157000000","22444000000"
"Exports","2018","11/10/2018","Thursday","All","All","All","$","157000000","44014000000"
"Exports","2018","17/12/2018","Monday","All","All","All","$","157000000","54883000000"
"Exports","2018","28/03/2018","Wednesday","All","All","All","$","158000000","13032000000"
"Exports","2018","27/05/2018","Sunday","All","All","All","$","159000000","23014000000"
"Exports","2018","15/10/2018","Monday","All","All","All","$","159000000","44542000000"
"Exports","2018","09/12/2018","Sunday","All","All","All","$","159000000","53526000000"
"Exports","2018","27/06/2018","Wednesday","All","All","All","$","160000000","28204000000"
"Exports","2018","22/11/2018","Thursday","All","All","All","$","160000000","50620000000"
"Exports","2018","04/03/2018","Sunday","All","All","All","$","161000000","9279000000"
"Exports","2018","31/03/2018","Saturday","All","All","All","$","161000000","13517000000"
"Exports","2018","23/09/2018","Sunday","All","All","All","$","161000000","41267000000"
"Exports","2018","24/08/2018","Friday","All","All","All","$","162000000","37102000000"
"Exports","2018","07/10/2018","Sunday","All","All","All","$","162000000","43305000000"
"Exports","2018","05/12/2018","Wednesday","All","All","All","$","162000000","52879000000"
"Exports","2018","09/02/2018","Friday","All","All","All","$","163000000","5639000000"
"Exports","2018","21/08/2018","Tuesday","All","All","All","$","163000000","36718000000"
"Exports","2018","08/11/2018","Thursday","All","All","All","$","164000000","48326000000"
"Exports","2018","15/11/2018","Thursday","All","All","All","$","164000000","49343000000"
"Exports","2018","01/12/2018","Saturday","All","All","All","$","164000000","52126000000"
"Imports","2018","31/01/2018","Wednesday","All","All","All","$","164000000","4938000000"
"Exports","2018","15/02/2018","Thursday","All","All","All","$","165000000","6497000000"
"Exports","2018","18/05/2018","Friday","All","All","All","$","165000000","21530000000"
"Exports","2018","28/06/2018","Thursday","All","All","All","$","165000000","28369000000"
"Imports","2018","30/01/2018","Tuesday","All","All","All","$","165000000","4774000000"
"Imports","2018","31/10/2018","Wednesday","All","All","All","$","165000000","52271000000"
"Exports","2018","10/12/2018","Monday","All","All","All","$","166000000","53693000000"
"Exports","2018","19/12/2018","Wednesday","All","All","All","$","166000000","55232000000"
"Imports","2018","30/05/2018","Wednesday","All","All","All","$","166000000","23864000000"
"Imports","2018","30/11/2018","Friday","All","All","All","$","166000000","58132000000"
"Exports","2018","18/03/2018","Sunday","All","All","All","$","167000000","11443000000"
"Exports","2018","13/05/2018","Sunday","All","All","All","$","167000000","20641000000"
"Exports","2018","06/08/2018","Monday","All","All","All","$","167000000","34884000000"
"Exports","2018","19/11/2018","Monday","All","All","All","$","167000000","50024000000"
"Imports","2018","16/03/2018","Friday","All","All","All","$","167000000","11779000000"
"Exports","2018","22/02/2018","Thursday","All","All","All","$","168000000","7650000000"
"Exports","2018","03/08/2018","Friday","All","All","All","$","168000000","34436000000"
"Exports","2018","30/06/2018","Saturday","All","All","All","$","169000000","28712000000"
"Exports","2018","05/10/2018","Friday","All","All","All","$","169000000","43010000000"
"Imports","2018","29/01/2018","Monday","All","All","All","$","169000000","4609000000"
