"Direction","Year","Date","Weekday","Country","Commodity","Transport_Mode","Measure","Value","Cumulative"
"Exports","2016","29/01/2016","Friday","All","All","All","$","175000000","3415000000"
"Exports","2016","30/01/2016","Saturday","All","All","All","$","264000000","3678000000"
"Exports","2016","31/01/2016","Sunday","All","All","All","$","216000000","3895000000"
"Exports","2016","01/02/2016","Monday","All","All","All","$","218000000","4113000000"
"Exports","2016","02/02/2016","Tuesday","All","All","All","$","91000000","4204000000"
"Exports","2016","03/02/2016","Wednesday","All","All","All","$","94000000","4298000000"
"Exports","2016","04/02/2016","Thursday","All","All","All","$","112000000","4410000000"
"Exports","2016","05/02/2016","Friday","All","All","All","$","162000000","4572000000"
"Exports","2016","06/02/2016","Saturday","All","All","All","$","114000000","4686000000"
"Exports","2016","07/02/2016","Sunday","All","All","All","$","118000000","4804000000"
"Exports","2016","08/02/2016","Monday","All","All","All","$","188000000","4992000000"
"Exports","2016","09/02/2016","Tuesday","All","All","All","$","90000000","5082000000"
"Exports","2016","10/02/2016","Wednesday","All","All","All","$","38000000","5120000000"
"Exports","2016","11/02/2016","Thursday","All","All","All","$","124000000","5245000000"
"Exports","2016","12/02/2016","Friday","All","All","All","$","171000000","5415000000"
"Exports","2016","13/02/2016","Saturday","All","All","All","$","201000000","5617000000"
"Exports","2016","14/02/2016","Sunday","All","All","All","$","144000000","5761000000"
"Exports","2016","15/02/2016","Monday","All","All","All","$","213000000","5974000000"
"Exports","2016","16/02/2016","Tuesday","All","All","All","$","73000000","6047000000"
"Exports","2016","17/02/2016","Wednesday","All","All","All","$","75000000","6121000000"
"Exports","2016","18/02/2016","Thursday","All","All","All","$","164000000","6285000000"
"Exports","2016","19/02/2016","Friday","All","All","All","$","122000000","6407000000"
"Exports","2016","20/02/2016","Saturday","All","All","All","$","367000000","6774000000"
"Exports","2016","21/02/2016","Sunday","All","All","All","$","171000000","6945000000"
"Exports","2016","22/02/2016","Monday","All","All","All","$","143000000","7088000000"
"Exports","2016","23/02/2016","Tuesday","All","All","All","$","102000000","7190000000"
"Exports","2016","24/02/2016","Wednesday","All","All","All","$","61000000","7251000000"
"Exports","2016","25/02/2016","Thursday","All","All","All","$","122000000","7373000000"
"Exports","2016","26/02/2016","Friday","All","All","All","$","163000000","7536000000"
"Exports","2016","27/02/2016","Saturday","All","All","All","$","175000000","7711000000"
"Exports","2016","28/02/2016","Sunday","All","All","All","$","184000000","7895000000"
"Exports","2016","29/02/2016","Monday","All","All","All","$","237000000","8132000000"
"Exports","2016","01/03/2016","Tuesday","All","All","All","$","118000000","8250000000"
"Exports","2016","02/03/2016","Wednesday","All","All","All","$","89000000","8339000000"
"Exports","2016","03/03/2016","Thursday","All","All","All","$","145000000","8484000000"
"Exports","2016","04/03/2016","Friday","All","All","All","$","168000000","8652000000"
"Exports","2016","05/03/2016","Saturday","All","All","All","$","109000000","8760000000"
"Exports","2016","06/03/2016","Sunday","All","All","All","$","142000000","8902000000"
"Exports","2016","07/03/2016","Monday","All","All","All","$","163000000","9065000000"
"Exports","2016","08/03/2016","Tuesday","All","All","All","$","103000000","9167000000"
"Exports","2016","09/03/2016","Wednesday","All","All","All","$","57000000","9224000000"
"Exports","2016","10/03/2016","Thursday","All","All","All","$","163000000","9388000000"
"Exports","2016","11/03/2016","Friday","All","All","All","$","122000000","9510000000"
"Exports","2016","12/03/2016","Saturday","All","All","All","$","193000000","9702000000"
"Exports","2016","13/03/2016","Sunday","All","All","All","$","186000000","9888000000"
"Exports","2016","14/03/2016","Monday","All","All","All","$","160000000","10048000000"
"Exports","2016","15/03/2016","Tuesday","All","All","All","$","107000000","10155000000"
"Exports","2016","16/03/2016","Wednesday","All","All","All","$","81000000","10236000000"
"Exports","2016","17/03/2016","Thursday","All","All","All","$","145000000","10381000000"
"Exports","2016","18/03/2016","Friday","All","All","All","$","189000000","10569000000"
"Exports","2016","19/03/2016","Saturday","All","All","All","$","98000000","10668000000"
"Exports","2016","20/03/2016","Sunday","All","All","All","$","125000000","10793000000"
"Exports","2016","21/03/2016","Monday","All","All","All","$","139000000","10932000000"
"Exports","2016","22/03/2016","Tuesday","All","All","All","$","84000000","11015000000"
"Exports","2016","23/03/2016","Wednesday","All","All","All","$","50000000","11066000000"
"Exports","2016","24/03/2016","Thursday","All","All","All","$","204000000","11270000000"
"Exports","2016","25/03/2016","Friday","All","All","All","$","135000000","11405000000"
"Exports","2016","26/03/2016","Saturday","All","All","All","$","188000000","11593000000"
"Exports","2016","27/03/2016","Sunday","All","All","All","$","149000000","11743000000"
"Exports","2016","28/03/2016","Monday","All","All","All","$","157000000","11900000000"
"Exports","2016","29/03/2016","Tuesday","All","All","All","$","101000000","12001000000"
"Exports","2016","30/03/2016","Wednesday","All","All","All","$","82000000","12083000000"
"Exports","2016","31/03/2016","Thursday","All","All","All","$","249000000","12332000000"
"Exports","2016","01/04/2016","Friday","All","All","All","$","156000000","12489000000"
"Exports","2016","02/04/2016","Saturday","All","All","All","$","75000000","12563000000"
"Exports","2016","03/04/2016","Sunday","All","All","All","$","125000000","12689000000"
"Exports","2016","04/04/2016","Monday","All","All","All","$","130000000","12819000000"
"Exports","2016","05/04/2016","Tuesday","All","All","All","$","91000000","12910000000"
"Exports","2016","06/04/2016","Wednesday","All","All","All","$","48000000","12957000000"
"Exports","2016","07/04/2016","Thursday","All","All","All","$","158000000","13115000000"
"Exports","2016","08/04/2016","Friday","All","All","All","$","118000000","13233000000"
"Exports","2016","09/04/2016","Saturday","All","All","All","$","240000000","13472000000"
"Exports","2016","10/04/2016","Sunday","All","All","All","$","209000000","13681000000"
"Exports","2016","11/04/2016","Monday","All","All","All","$","151000000","13833000000"
"Exports","2016","12/04/2016","Tuesday","All","All","All","$","92000000","13924000000"
"Exports","2016","13/04/2016","Wednesday","All","All","All","$","98000000","14022000000"
"Exports","2016","14/04/2016","Thursday","All","All","All","$","182000000","14204000000"
"Exports","2016","15/04/2016","Friday","All","All","All","$","219000000","14423000000"
"Exports","2016","16/04/2016","Saturday","All","All","All","$","108000000","14531000000"
"Exports","2016","17/04/2016","Sunday","All","All","All","$","169000000","14700000000"
"Exports","2016","18/04/2016","Monday","All","All","All","$","113000000","14814000000"
"Exports","2016","19/04/2016","Tuesday","All","All","All","$","177000000","14991000000"
"Exports","2016","20/04/2016","Wednesday","All","All","All","$","85000000","15076000000"
"Exports","2016","21/04/2016","Thursday","All","All","All","$","139000000","15215000000"
"Exports","2016","22/04/2016","Friday","All","All","All","$","145000000","15360000000"
"Exports","2016","23/04/2016","Saturday","All","All","All","$","214000000","15574000000"
"Exports","2016","24/04/2016","Sunday","All","All","All","$","168000000","15742000000"
"Exports","2016","25/04/2016","Monday","All","All","All","$","179000000","15922000000"
"Exports","2016","26/04/2016","Tuesday","All","All","All","$","126000000","16048000000"
"Exports","2016","27/04/2016","Wednesday","All","All","All","$","92000000","16140000000"
"Exports","2016","28/04/2016","Thursday","All","All","All","$","192000000","16332000000"
"Exports","2016","29/04/2016","Friday","All","All","All","$","189000000","16521000000"
"Exports","2016","30/04/2016","Saturday","All","All","All","$","139000000","16660000000"
"Exports","2016","01/05/2016","Sunday","All","All","All","$","169000000","16828000000"
"Exports","2016","02/05/2016","Monday","All","All","All","$","84000000","16913000000"
"Exports","2016","03/05/2016","Tuesday","All","All","All","$","159000000","17072000000"
"Exports","2016","04/05/2016","Wednesday","All","All","All","$","88000000","17160000000"
"Exports","2016","05/05/2016","Thursday","All","All","All","$","182000000","17342000000"
"Exports","2016","06/05/2016","Friday","All","All","All","$","177000000","17520000000"
"Exports","2016","07/05/2016","Saturday","All","All","All","$","191000000","17710000000"
"Exports","2016","08/05/2016","Sunday","All","All","All","$","201000000","17912000000"
"Exports","2016","09/05/2016","Monday","All","All","All","$","148000000","18059000000"
"Exports","2016","10/05/2016","Tuesday","All","All","All","$","126000000","18185000000"
"Exports","2016","11/05/2016","Wednesday","All","All","All","$","114000000","18299000000"
"Exports","2016","12/05/2016","Thursday","All","All","All","$","157000000","18456000000"
"Exports","2016","13/05/2016","Friday","All","All","All","$","160000000","18616000000"
"Exports","2016","14/05/2016","Saturday","All","All","All","$","102000000","18718000000"
"Exports","2016","15/05/2016","Sunday","All","All","All","$","157000000","18875000000"
"Exports","2016","16/05/2016","Monday","All","All","All","$","109000000","18985000000"
"Exports","2016","17/05/2016","Tuesday","All","All","All","$","148000000","19133000000"
"Exports","2016","18/05/2016","Wednesday","All","All","All","$","112000000","19245000000"
"Exports","2016","19/05/2016","Thursday","All","All","All","$","143000000","19388000000"
"Exports","2016","20/05/2016","Friday","All","All","All","$","180000000","19569000000"
"Exports","2016","21/05/2016","Saturday","All","All","All","$","108000000","19676000000"
"Exports","2016","22/05/2016","Sunday","All","All","All","$","279000000","19955000000"
"Exports","2016","23/05/2016","Monday","All","All","All","$","134000000","20089000000"
"Exports","2016","24/05/2016","Tuesday","All","All","All","$","107000000","20196000000"
"Exports","2016","25/05/2016","Wednesday","All","All","All","$","135000000","20332000000"
"Exports","2016","26/05/2016","Thursday","All","All","All","$","166000000","20497000000"
"Exports","2016","27/05/2016","Friday","All","All","All","$","142000000","20639000000"
"Exports","2016","28/05/2016","Saturday","All","All","All","$","119000000","20757000000"
"Exports","2016","29/05/2016","Sunday","All","All","All","$","169000000","20926000000"
"Exports","2016","30/05/2016","Monday","All","All","All","$","118000000","21045000000"
"Exports","2016","31/05/2016","Tuesday","All","All","All","$","173000000","21218000000"
"Exports","2016","01/06/2016","Wednesday","All","All","All","$","99000000","21316000000"
"Exports","2016","02/06/2016","Thursday","All","All","All","$","209000000","21525000000"
"Exports","2016","03/06/2016","Friday","All","All","All","$","179000000","21704000000"
"Exports","2016","04/06/2016","Saturday","All","All","All","$","180000000","21885000000"
"Exports","2016","05/06/2016","Sunday","All","All","All","$","221000000","22105000000"
"Exports","2016","06/06/2016","Monday","All","All","All","$","120000000","22225000000"
"Exports","2016","07/06/2016","Tuesday","All","All","All","$","107000000","22332000000"
"Exports","2016","08/06/2016","Wednesday","All","All","All","$","65000000","22397000000"
"Exports","2016","09/06/2016","Thursday","All","All","All","$","154000000","22550000000"
"Exports","2016","10/06/2016","Friday","All","All","All","$","172000000","22722000000"
"Exports","2016","11/06/2016","Saturday","All","All","All","$","124000000","22846000000"
"Exports","2016","12/06/2016","Sunday","All","All","All","$","146000000","22992000000"
"Exports","2016","13/06/2016","Monday","All","All","All","$","82000000","23075000000"
"Exports","2016","14/06/2016","Tuesday","All","All","All","$","133000000","23207000000"
"Exports","2016","15/06/2016","Wednesday","All","All","All","$","98000000","23306000000"
"Exports","2016","16/06/2016","Thursday","All","All","All","$","179000000","23485000000"
"Exports","2016","17/06/2016","Friday","All","All","All","$","130000000","23615000000"
"Exports","2016","18/06/2016","Saturday","All","All","All","$","182000000","23797000000"
"Exports","2016","19/06/2016","Sunday","All","All","All","$","181000000","23977000000"
"Exports","2016","20/06/2016","Monday","All","All","All","$","147000000","24124000000"
"Exports","2016","21/06/2016","Tuesday","All","All","All","$","122000000","24246000000"
"Exports","2016","22/06/2016","Wednesday","All","All","All","$","73000000","24319000000"
"Exports","2016","23/06/2016","Thursday","All","All","All","$","172000000","24491000000"
"Exports","2016","24/06/2016","Friday","All","All","All","$","170000000","24661000000"
"Exports","2016","25/06/2016","Saturday","All","All","All","$","99000000","24760000000"
"Exports","2016","26/06/2016","Sunday","All","All","All","$","153000000","24914000000"
"Exports","2016","27/06/2016","Monday","All","All","All","$","140000000","25053000000"
"Exports","2016","28/06/2016","Tuesday","All","All","All","$","106000000","25160000000"
"Exports","2016","29/06/2016","Wednesday","All","All","All","$","106000000","25266000000"
"Exports","2016","30/06/2016","Thursday","All","All","All","$","194000000","25460000000"
"Exports","2016","01/07/2016","Friday","All","All","All","$","135000000","25595000000"
"Exports","2016","02/07/2016","Saturday","All","All","All","$","170000000","25765000000"
"Exports","2016","03/07/2016","Sunday","All","All","All","$","147000000","25912000000"
"Exports","2016","04/07/2016","Monday","All","All","All","$","147000000","26059000000"
"Exports","2016","05/07/2016","Tuesday","All","All","All","$","156000000","26216000000"
"Exports","2016","06/07/2016","Wednesday","All","All","All","$","71000000","26286000000"
"Exports","2016","07/07/2016","Thursday","All","All","All","$","187000000","26473000000"
"Exports","2016","08/07/2016","Friday","All","All","All","$","115000000","26587000000"
"Exports","2016","09/07/2016","Saturday","All","All","All","$","110000000","26697000000"
"Exports","2016","10/07/2016","Sunday","All","All","All","$","140000000","26837000000"
"Exports","2016","11/07/2016","Monday","All","All","All","$","116000000","26952000000"
"Exports","2016","12/07/2016","Tuesday","All","All","All","$","99000000","27051000000"
"Exports","2016","13/07/2016","Wednesday","All","All","All","$","55000000","27106000000"
"Exports","2016","14/07/2016","Thursday","All","All","All","$","164000000","27270000000"
"Exports","2016","15/07/2016","Friday","All","All","All","$","115000000","27385000000"
"Exports","2016","16/07/2016","Saturday","All","All","All","$","83000000","27468000000"
"Exports","2016","17/07/2016","Sunday","All","All","All","$","146000000","27613000000"
"Exports","2016","18/07/2016","Monday","All","All","All","$","117000000","27731000000"
"Exports","2016","19/07/2016","Tuesday","All","All","All","$","88000000","27819000000"
"Exports","2016","20/07/2016","Wednesday","All","All","All","$","104000000","27923000000"
"Exports","2016","21/07/2016","Thursday","All","All","All","$","162000000","28085000000"
"Exports","2016","22/07/2016","Friday","All","All","All","$","147000000","28232000000"
"Exports","2016","23/07/2016","Saturday","All","All","All","$","101000000","28333000000"
"Exports","2016","24/07/2016","Sunday","All","All","All","$","137000000","28470000000"
"Exports","2016","25/07/2016","Monday","All","All","All","$","150000000","28620000000"
"Exports","2016","26/07/2016","Tuesday","All","All","All","$","98000000","28718000000"
"Exports","2016","27/07/2016","Wednesday","All","All","All","$","89000000","28807000000"
"Exports","2016","28/07/2016","Thursday","All","All","All","$","173000000","28980000000"
"Exports","2016","29/07/2016","Friday","All","All","All","$","156000000","29136000000"
"Exports","2016","30/07/2016","Saturday","All","All","All","$","113000000","29249000000"
"Exports","2016","31/07/2016","Sunday","All","All","All","$","177000000","29426000000"
"Exports","2016","01/08/2016","Monday","All","All","All","$","134000000","29560000000"
"Exports","2016","02/08/2016","Tuesday","All","All","All","$","110000000","29670000000"
"Exports","2016","03/08/2016","Wednesday","All","All","All","$","94000000","29764000000"
"Exports","2016","04/08/2016","Thursday","All","All","All","$","139000000","29903000000"
"Exports","2016","05/08/2016","Friday","All","All","All","$","120000000","30023000000"
"Exports","2016","06/08/2016","Saturday","All","All","All","$","72000000","30095000000"
"Exports","2016","07/08/2016","Sunday","All","All","All","$","128000000","30223000000"
"Exports","2016","08/08/2016","Monday","All","All","All","$","134000000","30357000000"
"Exports","2016","09/08/2016","Tuesday","All","All","All","$","56000000","30413000000"
"Exports","2016","10/08/2016","Wednesday","All","All","All","$","43000000","30456000000"
"Exports","2016","11/08/2016","Thursday","All","All","All","$","145000000","30602000000"
"Exports","2016","12/08/2016","Friday","All","All","All","$","103000000","30705000000"
"Exports","2016","13/08/2016","Saturday","All","All","All","$","82000000","30787000000"
"Exports","2016","14/08/2016","Sunday","All","All","All","$","134000000","30921000000"
"Exports","2016","15/08/2016","Monday","All","All","All","$","116000000","31037000000"
"Exports","2016","16/08/2016","Tuesday","All","All","All","$","74000000","31111000000"
"Exports","2016","17/08/2016","Wednesday","All","All","All","$","79000000","31191000000"
"Exports","2016","18/08/2016","Thursday","All","All","All","$","134000000","31325000000"
"Exports","2016","19/08/2016","Friday","All","All","All","$","123000000","31448000000"
"Exports","2016","20/08/2016","Saturday","All","All","All","$","103000000","31551000000"
"Exports","2016","21/08/2016","Sunday","All","All","All","$","127000000","31678000000"
"Exports","2016","22/08/2016","Monday","All","All","All","$","158000000","31836000000"
"Exports","2016","23/08/2016","Tuesday","All","All","All","$","68000000","31904000000"
"Exports","2016","24/08/2016","Wednesday","All","All","All","$","50000000","31954000000"
"Exports","2016","25/08/2016","Thursday","All","All","All","$","118000000","32072000000"
"Exports","2016","26/08/2016","Friday","All","All","All","$","122000000","32195000000"
"Exports","2016","27/08/2016","Saturday","All","All","All","$","85000000","32280000000"
"Exports","2016","28/08/2016","Sunday","All","All","All","$","143000000","32423000000"
"Exports","2016","29/08/2016","Monday","All","All","All","$","150000000","32573000000"
"Exports","2016","30/08/2016","Tuesday","All","All","All","$","118000000","32691000000"
"Exports","2016","31/08/2016","Wednesday","All","All","All","$","117000000","32808000000"
"Exports","2016","01/09/2016","Thursday","All","All","All","$","141000000","32949000000"
"Exports","2016","02/09/2016","Friday","All","All","All","$","120000000","33070000000"
"Exports","2016","03/09/2016","Saturday","All","All","All","$","58000000","33127000000"
"Exports","2016","04/09/2016","Sunday","All","All","All","$","115000000","33243000000"
"Exports","2016","05/09/2016","Monday","All","All","All","$","129000000","33371000000"
"Exports","2016","06/09/2016","Tuesday","All","All","All","$","79000000","33450000000"
"Exports","2016","07/09/2016","Wednesday","All","All","All","$","54000000","33504000000"
"Exports","2016","08/09/2016","Thursday","All","All","All","$","98000000","33602000000"
"Exports","2016","09/09/2016","Friday","All","All","All","$","144000000","33746000000"
"Exports","2016","10/09/2016","Saturday","All","All","All","$","66000000","33812000000"
"Exports","2016","11/09/2016","Sunday","All","All","All","$","127000000","33939000000"
"Exports","2016","12/09/2016","Monday","All","All","All","$","160000000","34098000000"
"Exports","2016","13/09/2016","Tuesday","All","All","All","$","115000000","34213000000"
"Exports","2016","14/09/2016","Wednesday","All","All","All","$","76000000","34289000000"
"Exports","2016","15/09/2016","Thursday","All","All","All","$","144000000","34433000000"
"Exports","2016","16/09/2016","Friday","All","All","All","$","92000000","34525000000"
"Exports","2016","17/09/2016","Saturday","All","All","All","$","99000000","34624000000"
"Exports","2016","18/09/2016","Sunday","All","All","All","$","181000000","34805000000"
"Exports","2016","19/09/2016","Monday","All","All","All","$","144000000","34949000000"
"Exports","2016","20/09/2016","Tuesday","All","All","All","$","110000000","35059000000"
"Exports","2016","21/09/2016","Wednesday","All","All","All","$","68000000","35127000000"
"Exports","2016","22/09/2016","Thursday","All","All","All","$","127000000","35254000000"
"Exports","2016","23/09/2016","Friday","All","All","All","$","133000000","35387000000"
"Exports","2016","24/09/2016","Saturday","All","All","All","$","101000000","35488000000"
"Exports","2016","25/09/2016","Sunday","All","All","All","$","125000000","35613000000"
"Exports","2016","26/09/2016","Monday","All","All","All","$","160000000","35773000000"
"Exports","2016","27/09/2016","Tuesday","All","All","All","$","107000000","35880000000"
"Exports","2016","28/09/2016","Wednesday","All","All","All","$","66000000","35946000000"
"Exports","2016","29/09/2016","Thursday","All","All","All","$","147000000","36093000000"
"Exports","2016","30/09/2016","Friday","All","All","All","$","181000000","36275000000"
"Exports","2016","01/10/2016","Saturday","All","All","All","$","107000000","36381000000"
"Exports","2016","02/10/2016","Sunday","All","All","All","$","112000000","36493000000"
"Exports","2016","03/10/2016","Monday","All","All","All","$","155000000","36649000000"
"Exports","2016","04/10/2016","Tuesday","All","All","All","$","78000000","36727000000"
"Exports","2016","05/10/2016","Wednesday","All","All","All","$","87000000","36814000000"
"Exports","2016","06/10/2016","Thursday","All","All","All","$","129000000","36944000000"
"Exports","2016","07/10/2016","Friday","All","All","All","$","120000000","37064000000"
"Exports","2016","08/10/2016","Saturday","All","All","All","$","104000000","37168000000"
"Exports","2016","09/10/2016","Sunday","All","All","All","$","140000000","37308000000"
"Exports","2016","10/10/2016","Monday","All","All","All","$","174000000","37482000000"
"Exports","2016","11/10/2016","Tuesday","All","All","All","$","104000000","37586000000"
"Exports","2016","12/10/2016","Wednesday","All","All","All","$","69000000","37655000000"
"Exports","2016","13/10/2016","Thursday","All","All","All","$","120000000","37775000000"
"Exports","2016","14/10/2016","Friday","All","All","All","$","125000000","37901000000"
"Exports","2016","15/10/2016","Saturday","All","All","All","$","204000000","38105000000"
"Exports","2016","16/10/2016","Sunday","All","All","All","$","121000000","38226000000"
"Exports","2016","17/10/2016","Monday","All","All","All","$","168000000","38394000000"
"Exports","2016","18/10/2016","Tuesday","All","All","All","$","91000000","38485000000"
"Exports","2016","19/10/2016","Wednesday","All","All","All","$","38000000","38523000000"
"Exports","2016","20/10/2016","Thursday","All","All","All","$","103000000","38626000000"
"Exports","2016","21/10/2016","Friday","All","All","All","$","134000000","38760000000"
"Exports","2016","22/10/2016","Saturday","All","All","All","$","123000000","38883000000"
"Exports","2016","23/10/2016","Sunday","All","All","All","$","133000000","39016000000"
"Exports","2016","24/10/2016","Monday","All","All","All","$","186000000","39202000000"
"Exports","2016","25/10/2016","Tuesday","All","All","All","$","89000000","39291000000"
"Exports","2016","26/10/2016","Wednesday","All","All","All","$","129000000","39420000000"
"Exports","2016","27/10/2016","Thursday","All","All","All","$","86000000","39507000000"
"Exports","2016","28/10/2016","Friday","All","All","All","$","184000000","39691000000"
"Exports","2016","29/10/2016","Saturday","All","All","All","$","150000000","39841000000"
"Exports","2016","30/10/2016","Sunday","All","All","All","$","142000000","39982000000"
"Exports","2016","31/10/2016","Monday","All","All","All","$","217000000","40199000000"
"Exports","2016","01/11/2016","Tuesday","All","All","All","$","98000000","40297000000"
"Exports","2016","02/11/2016","Wednesday","All","All","All","$","75000000","40373000000"
"Exports","2016","03/11/2016","Thursday","All","All","All","$","127000000","40499000000"
"Exports","2016","04/11/2016","Friday","All","All","All","$","139000000","40639000000"
"Exports","2016","05/11/2016","Saturday","All","All","All","$","117000000","40755000000"
"Exports","2016","06/11/2016","Sunday","All","All","All","$","123000000","40878000000"
"Exports","2016","07/11/2016","Monday","All","All","All","$","169000000","41047000000"
"Exports","2016","08/11/2016","Tuesday","All","All","All","$","115000000","41162000000"
"Exports","2016","09/11/2016","Wednesday","All","All","All","$","54000000","41216000000"
"Exports","2016","10/11/2016","Thursday","All","All","All","$","97000000","41313000000"
"Exports","2016","11/11/2016","Friday","All","All","All","$","101000000","41414000000"
"Exports","2016","12/11/2016","Saturday","All","All","All","$","119000000","41534000000"
"Exports","2016","13/11/2016","Sunday","All","All","All","$","133000000","41666000000"
"Exports","2016","14/11/2016","Monday","All","All","All","$","158000000","41824000000"
"Exports","2016","15/11/2016","Tuesday","All","All","All","$","111000000","41936000000"
"Exports","2016","16/11/2016","Wednesday","All","All","All","$","156000000","42092000000"
"Exports","2016","17/11/2016","Thursday","All","All","All","$","97000000","42190000000"
"Exports","2016","18/11/2016","Friday","All","All","All","$","109000000","42298000000"
"Exports","2016","19/11/2016","Saturday","All","All","All","$","146000000","42445000000"
"Exports","2016","20/11/2016","Sunday","All","All","All","$","157000000","42602000000"
"Exports","2016","21/11/2016","Monday","All","All","All","$","186000000","42788000000"
"Exports","2016","22/11/2016","Tuesday","All","All","All","$","102000000","42890000000"
"Exports","2016","23/11/2016","Wednesday","All","All","All","$","123000000","43013000000"
"Exports","2016","24/11/2016","Thursday","All","All","All","$","127000000","43139000000"
"Exports","2016","25/11/2016","Friday","All","All","All","$","132000000","43271000000"
"Exports","2016","26/11/2016","Saturday","All","All","All","$","199000000","43470000000"
"Exports","2016","27/11/2016","Sunday","All","All","All","$","122000000","43592000000"
"Exports","2016","28/11/2016","Monday","All","All","All","$","179000000","43771000000"
"Exports","2016","29/11/2016","Tuesday","All","All","All","$","122000000","43893000000"
"Exports","2016","30/11/2016","Wednesday","All","All","All","$","179000000","44071000000"
"Exports","2016","01/12/2016","Thursday","All","All","All","$","111000000","44182000000"
"Exports","2016","02/12/2016","Friday","All","All","All","$","174000000","44356000000"
"Exports","2016","03/12/2016","Saturday","All","All","All","$","115000000","44471000000"
"Exports","2016","04/12/2016","Sunday","All","All","All","$","167000000","44638000000"
"Exports","2016","05/12/2016","Monday","All","All","All","$","135000000","44773000000"
"Exports","2016","06/12/2016","Tuesday","All","All","All","$","93000000","44866000000"
"Exports","2016","07/12/2016","Wednesday","All","All","All","$","181000000","45047000000"
"Exports","2016","08/12/2016","Thursday","All","All","All","$","164000000","45211000000"
"Exports","2016","09/12/2016","Friday","All","All","All","$","161000000","45372000000"
"Exports","2016","10/12/2016","Saturday","All","All","All","$","150000000","45522000000"
"Exports","2016","11/12/2016","Sunday","All","All","All","$","127000000","45649000000"
"Exports","2016","12/12/2016","Monday","All","All","All","$","145000000","45794000000"
"Exports","2016","13/12/2016","Tuesday","All","All","All","$","115000000","45910000000"
"Exports","2016","14/12/2016","Wednesday","All","All","All","$","172000000","46082000000"
"Exports","2016","15/12/2016","Thursday","All","All","All","$","132000000","46214000000"
"Exports","2016","16/12/2016","Friday","All","All","All","$","135000000","46349000000"
"Exports","2016","17/12/2016","Saturday","All","All","All","$","127000000","46476000000"
"Exports","2016","18/12/2016","Sunday","All","All","All","$","172000000","46648000000"
"Exports","2016","19/12/2016","Monday","All","All","All","$","199000000","46847000000"
"Exports","2016","20/12/2016","Tuesday","All","All","All","$","152000000","46999000000"
"Exports","2016","21/12/2016","Wednesday","All","All","All","$","173000000","47172000000"
"Exports","2016","22/12/2016","Thursday","All","All","All","$","153000000","47325000000"
"Exports","2016","23/12/2016","Friday","All","All","All","$","189000000","47514000000"
"Exports","2016","24/12/2016","Saturday","All","All","All","$","183000000","47697000000"
"Exports","2016","25/12/2016","Sunday","All","All","All","$","101000000","47798000000"
"Exports","2016","26/12/2016","Monday","All","All","All","$","140000000","47938000000"
"Exports","2016","27/12/2016","Tuesday","All","All","All","$","94000000","48032000000"
"Exports","2016","28/12/2016","Wednesday","All","All","All","$","119000000","48151000000"
"Exports","2016","29/12/2016","Thursday","All","All","All","$","117000000","48268000000"
"Exports","2016","30/12/2016","Friday","All","All","All","$","65000000","48333000000"
"Exports","2016","31/12/2016","Saturday","All","All","All","$","154000000","48487000000"
